[2024-10-20T07:20:16.512+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-20T07:20:16.549+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-19T00:00:00+00:00 [queued]>
[2024-10-20T07:20:16.578+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-19T00:00:00+00:00 [queued]>
[2024-10-20T07:20:16.580+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-20T07:20:16.610+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-19 00:00:00+00:00
[2024-10-20T07:20:16.628+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-19T00:00:00+00:00', '--job-id', '114', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpjf4y6_uj']
[2024-10-20T07:20:16.626+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=201) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-10-20T07:20:16.630+0000] {standard_task_runner.py:105} INFO - Job 114: Subtask generate_txn_fact_data
[2024-10-20T07:20:16.632+0000] {standard_task_runner.py:72} INFO - Started process 204 to run task
[2024-10-20T07:20:16.733+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-19T00:00:00+00:00 [running]> on host b5fa23871e33
[2024-10-20T07:20:16.910+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='saisunny' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-19T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-19T00:00:00+00:00'
[2024-10-20T07:20:16.914+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-20T07:20:16.916+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-20T07:20:16.917+0000] {logging_mixin.py:190} INFO - Current task name:generate_txn_fact_data state:running start_date:2024-10-20 07:20:16.551231+00:00
[2024-10-20T07:20:16.919+0000] {logging_mixin.py:190} INFO - Dag name:transaction_facts_generator and current dag run status:running
[2024-10-20T07:20:16.922+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-20T07:20:16.934+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2024-10-20T07:20:16.939+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2024-10-20T07:20:16.943+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2024-10-20T07:20:17.070+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2024-10-20T07:20:17.072+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-10-20T07:20:17.238+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2024-10-20T07:20:17.241+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2024-10-20T07:20:17.242+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2024-10-20T07:20:17.715+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000000', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00098', 'transaction_date': 1723447217080, 'transaction_amount': 8453.44, 'exchange_rate': 0.7469, 'customer_id': 'C00054', 'account_id': 'A00061'} of 0
[2024-10-20T07:20:17.723+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000001', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00017', 'transaction_date': 1700637617722, 'transaction_amount': 6311.78, 'exchange_rate': 0.7738, 'customer_id': 'C00080', 'account_id': 'A00063'} of 1
[2024-10-20T07:20:17.726+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000002', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00007', 'transaction_date': 1702970417725, 'transaction_amount': 8716.13, 'exchange_rate': 0.5478, 'customer_id': 'C00060', 'account_id': 'A00044'} of 2
[2024-10-20T07:20:17.731+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000003', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00095', 'transaction_date': 1723620017730, 'transaction_amount': 4571.54, 'exchange_rate': 0.6851, 'customer_id': 'C00017', 'account_id': 'A00087'} of 3
[2024-10-20T07:20:17.736+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000004', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00100', 'transaction_date': 1728804017735, 'transaction_amount': 4424.57, 'exchange_rate': 0.5721, 'customer_id': 'C00054', 'account_id': 'A00093'} of 4
[2024-10-20T07:20:17.738+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000005', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00071', 'transaction_date': 1717658417737, 'transaction_amount': 7391.69, 'exchange_rate': 0.5222, 'customer_id': 'C00052', 'account_id': 'A00073'} of 5
[2024-10-20T07:20:17.742+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000006', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00041', 'transaction_date': 1703834417741, 'transaction_amount': 1359.8, 'exchange_rate': 1.4273, 'customer_id': 'C00049', 'account_id': 'A00038'} of 6
[2024-10-20T07:20:17.747+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000007', 'transaction_type': 'Debit', 'currency': 'INR', 'branch_id': 'B00038', 'transaction_date': 1725780017746, 'transaction_amount': 5526.33, 'exchange_rate': 0.5233, 'customer_id': 'C00007', 'account_id': 'A00086'} of 7
[2024-10-20T07:20:17.752+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000008', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00008', 'transaction_date': 1712560817750, 'transaction_amount': 4535.93, 'exchange_rate': 1.3427, 'customer_id': 'C00057', 'account_id': 'A00100'} of 8
[2024-10-20T07:20:17.757+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000009', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00011', 'transaction_date': 1708845617756, 'transaction_amount': 1445.21, 'exchange_rate': 0.8869, 'customer_id': 'C00078', 'account_id': 'A00053'} of 9
[2024-10-20T07:20:17.760+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000010', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00013', 'transaction_date': 1708068017759, 'transaction_amount': 5367.16, 'exchange_rate': 0.5775, 'customer_id': 'C00077', 'account_id': 'A00094'} of 10
[2024-10-20T07:20:17.766+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000011', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00006', 'transaction_date': 1729236017765, 'transaction_amount': 5168.92, 'exchange_rate': 0.9264, 'customer_id': 'C00011', 'account_id': 'A00062'} of 11
[2024-10-20T07:20:17.771+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000012', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00064', 'transaction_date': 1725002417770, 'transaction_amount': 6250.78, 'exchange_rate': 0.6957, 'customer_id': 'C00057', 'account_id': 'A00040'} of 12
[2024-10-20T07:20:17.775+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000013', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00015', 'transaction_date': 1702624817775, 'transaction_amount': 3679.2, 'exchange_rate': 0.7626, 'customer_id': 'C00077', 'account_id': 'A00029'} of 13
