[2024-10-21T19:35:39.672+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-21T19:35:39.687+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-21T19:35:35.742798+00:00 [queued]>
[2024-10-21T19:35:39.695+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-21T19:35:35.742798+00:00 [queued]>
[2024-10-21T19:35:39.697+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-21T19:35:39.711+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-21 19:35:35.742798+00:00
[2024-10-21T19:35:39.721+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=206) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-10-21T19:35:39.723+0000] {standard_task_runner.py:72} INFO - Started process 208 to run task
[2024-10-21T19:35:39.724+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-10-21T19:35:35.742798+00:00', '--job-id', '186', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpn64m7gel']
[2024-10-21T19:35:39.725+0000] {standard_task_runner.py:105} INFO - Job 186: Subtask generate_txn_fact_data
[2024-10-21T19:35:39.785+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-21T19:35:35.742798+00:00 [running]> on host b5877bc8e957
[2024-10-21T19:35:39.865+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='saisunny' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-21T19:35:35.742798+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-21T19:35:35.742798+00:00'
[2024-10-21T19:35:39.867+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-21T19:35:39.869+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-21T19:35:39.870+0000] {logging_mixin.py:190} INFO - Current task name:generate_txn_fact_data state:running start_date:2024-10-21 19:35:39.688204+00:00
[2024-10-21T19:35:39.871+0000] {logging_mixin.py:190} INFO - Dag name:transaction_facts_generator and current dag run status:running
[2024-10-21T19:35:39.872+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-21T19:35:39.876+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.6', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.6', 9092) IPv4]
[2024-10-21T19:35:39.879+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2024-10-21T19:35:39.882+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.6', 9092)]>: Connection complete.
[2024-10-21T19:35:39.999+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2024-10-21T19:35:40.000+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-10-21T19:35:40.159+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.6', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.6', 9092) IPv4]
[2024-10-21T19:35:40.162+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.6', 9092)]>: Connection complete.
[2024-10-21T19:35:40.163+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.6', 9092)]>: Closing connection. 
[2024-10-21T19:35:40.465+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000000', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00052', 'transaction_date': 1720553740005, 'transaction_amount': 8943.79, 'exchange_rate': 0.5737, 'customer_id': 'C00042', 'account_id': 'A00067'} of 0
[2024-10-21T19:35:40.466+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000001', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00032', 'transaction_date': 1718480140466, 'transaction_amount': 4175.32, 'exchange_rate': 0.8316, 'customer_id': 'C00099', 'account_id': 'A00073'} of 1
[2024-10-21T19:35:40.469+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000002', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00057', 'transaction_date': 1722454540468, 'transaction_amount': 9584.36, 'exchange_rate': 1.3939, 'customer_id': 'C00017', 'account_id': 'A00073'} of 2
[2024-10-21T19:35:40.469+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000003', 'transaction_type': 'Deposit', 'currency': 'INR', 'branch_id': 'B00066', 'transaction_date': 1727552140469, 'transaction_amount': 1881.37, 'exchange_rate': 1.4719, 'customer_id': 'C00080', 'account_id': 'A00091'} of 3
[2024-10-21T19:35:40.471+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000004', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00086', 'transaction_date': 1722886540470, 'transaction_amount': 2737.01, 'exchange_rate': 1.0536, 'customer_id': 'C00011', 'account_id': 'A00043'} of 4
[2024-10-21T19:35:40.471+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000005', 'transaction_type': 'Withdrawal', 'currency': 'INR', 'branch_id': 'B00021', 'transaction_date': 1720985740471, 'transaction_amount': 9941.14, 'exchange_rate': 1.4639, 'customer_id': 'C00088', 'account_id': 'A00020'} of 5
[2024-10-21T19:35:40.472+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000006', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00050', 'transaction_date': 1724096140472, 'transaction_amount': 1171.07, 'exchange_rate': 1.3641, 'customer_id': 'C00089', 'account_id': 'A00028'} of 6
[2024-10-21T19:35:40.473+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000007', 'transaction_type': 'Credit', 'currency': 'INR', 'branch_id': 'B00067', 'transaction_date': 1723923340473, 'transaction_amount': 9178.73, 'exchange_rate': 0.7351, 'customer_id': 'C00083', 'account_id': 'A00070'} of 7
[2024-10-21T19:35:40.474+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000008', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00022', 'transaction_date': 1708889740474, 'transaction_amount': 2968.41, 'exchange_rate': 1.1839, 'customer_id': 'C00042', 'account_id': 'A00069'} of 8
[2024-10-21T19:35:40.476+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000009', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00033', 'transaction_date': 1707852940475, 'transaction_amount': 9618.31, 'exchange_rate': 0.6136, 'customer_id': 'C00061', 'account_id': 'A00072'} of 9
[2024-10-21T19:35:40.477+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000010', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00088', 'transaction_date': 1720812940476, 'transaction_amount': 9987.5, 'exchange_rate': 0.5961, 'customer_id': 'C00038', 'account_id': 'A00020'} of 10
[2024-10-21T19:35:40.478+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000011', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00057', 'transaction_date': 1698089740478, 'transaction_amount': 7292.68, 'exchange_rate': 1.2168, 'customer_id': 'C00030', 'account_id': 'A00068'} of 11
[2024-10-21T19:35:40.480+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000012', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00083', 'transaction_date': 1717356940479, 'transaction_amount': 9920.49, 'exchange_rate': 1.0725, 'customer_id': 'C00047', 'account_id': 'A00006'} of 12
[2024-10-21T19:35:40.481+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000013', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00078', 'transaction_date': 1709062540481, 'transaction_amount': 7891.03, 'exchange_rate': 0.5389, 'customer_id': 'C00025', 'account_id': 'A00090'} of 13
[2024-10-21T19:35:40.482+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000014', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00011', 'transaction_date': 1714419340482, 'transaction_amount': 5094.64, 'exchange_rate': 1.4287, 'customer_id': 'C00081', 'account_id': 'A00073'} of 14
[2024-10-21T19:35:40.483+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000015', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00010', 'transaction_date': 1712259340483, 'transaction_amount': 3859.34, 'exchange_rate': 1.3632, 'customer_id': 'C00024', 'account_id': 'A00037'} of 15
