[2024-10-21T06:01:33.465+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-21T06:01:33.487+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-21T06:01:27.879474+00:00 [queued]>
[2024-10-21T06:01:33.498+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-21T06:01:27.879474+00:00 [queued]>
[2024-10-21T06:01:33.500+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-21T06:01:33.523+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-21 06:01:27.879474+00:00
[2024-10-21T06:01:33.536+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=193) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-10-21T06:01:33.538+0000] {standard_task_runner.py:72} INFO - Started process 195 to run task
[2024-10-21T06:01:33.539+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-10-21T06:01:27.879474+00:00', '--job-id', '173', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpx6_w3emt']
[2024-10-21T06:01:33.541+0000] {standard_task_runner.py:105} INFO - Job 173: Subtask generate_txn_fact_data
[2024-10-21T06:01:33.610+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-21T06:01:27.879474+00:00 [running]> on host b5fa23871e33
[2024-10-21T06:01:33.742+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='saisunny' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-21T06:01:27.879474+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-21T06:01:27.879474+00:00'
[2024-10-21T06:01:33.746+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-21T06:01:33.748+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-21T06:01:33.750+0000] {logging_mixin.py:190} INFO - Current task name:generate_txn_fact_data state:running start_date:2024-10-21 06:01:33.488881+00:00
[2024-10-21T06:01:33.751+0000] {logging_mixin.py:190} INFO - Dag name:transaction_facts_generator and current dag run status:running
[2024-10-21T06:01:33.752+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-21T06:01:33.757+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.6', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.6', 9092) IPv4]
[2024-10-21T06:01:33.759+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2024-10-21T06:01:33.762+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.6', 9092)]>: Connection complete.
[2024-10-21T06:01:33.873+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2024-10-21T06:01:33.875+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-10-21T06:01:34.038+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.6', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.6', 9092) IPv4]
[2024-10-21T06:01:34.043+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.6', 9092)]>: Connection complete.
[2024-10-21T06:01:34.044+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.6', 9092)]>: Closing connection. 
[2024-10-21T06:01:34.387+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000000', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00008', 'transaction_date': 1722492093882, 'transaction_amount': 6003.29, 'exchange_rate': 1.408, 'customer_id': 'C00089', 'account_id': 'A00091'} of 0
[2024-10-21T06:01:34.391+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000001', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00033', 'transaction_date': 1716530494391, 'transaction_amount': 3135.41, 'exchange_rate': 1.3838, 'customer_id': 'C00051', 'account_id': 'A00090'} of 1
[2024-10-21T06:01:34.394+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000002', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00091', 'transaction_date': 1710741694394, 'transaction_amount': 148.31, 'exchange_rate': 0.6892, 'customer_id': 'C00048', 'account_id': 'A00036'} of 2
[2024-10-21T06:01:34.396+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000003', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00081', 'transaction_date': 1699164094396, 'transaction_amount': 5501.57, 'exchange_rate': 1.0424, 'customer_id': 'C00084', 'account_id': 'A00080'} of 3
[2024-10-21T06:01:34.399+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000004', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00032', 'transaction_date': 1701928894398, 'transaction_amount': 93.34, 'exchange_rate': 0.9617, 'customer_id': 'C00024', 'account_id': 'A00015'} of 4
[2024-10-21T06:01:34.403+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000005', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00060', 'transaction_date': 1701064894402, 'transaction_amount': 2860.78, 'exchange_rate': 1.0918, 'customer_id': 'C00054', 'account_id': 'A00002'} of 5
[2024-10-21T06:01:34.404+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000006', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00067', 'transaction_date': 1719468094403, 'transaction_amount': 5603.06, 'exchange_rate': 0.8204, 'customer_id': 'C00077', 'account_id': 'A00084'} of 6
[2024-10-21T06:01:34.405+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000007', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00086', 'transaction_date': 1710223294405, 'transaction_amount': 9497.76, 'exchange_rate': 1.0142, 'customer_id': 'C00017', 'account_id': 'A00058'} of 7
[2024-10-21T06:01:34.406+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000008', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00089', 'transaction_date': 1718863294406, 'transaction_amount': 451.06, 'exchange_rate': 1.1218, 'customer_id': 'C00046', 'account_id': 'A00055'} of 8
[2024-10-21T06:01:34.407+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000009', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00001', 'transaction_date': 1713679294407, 'transaction_amount': 3763.22, 'exchange_rate': 0.8534, 'customer_id': 'C00061', 'account_id': 'A00039'} of 9
[2024-10-21T06:01:34.409+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000010', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00043', 'transaction_date': 1701842494409, 'transaction_amount': 4099.85, 'exchange_rate': 0.6775, 'customer_id': 'C00033', 'account_id': 'A00043'} of 10
[2024-10-21T06:01:34.411+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000011', 'transaction_type': 'Credit', 'currency': 'INR', 'branch_id': 'B00027', 'transaction_date': 1724392894410, 'transaction_amount': 5475.25, 'exchange_rate': 1.3751, 'customer_id': 'C00016', 'account_id': 'A00046'} of 11
[2024-10-21T06:01:34.412+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000012', 'transaction_type': 'Deposit', 'currency': 'INR', 'branch_id': 'B00043', 'transaction_date': 1698904894411, 'transaction_amount': 2241.59, 'exchange_rate': 0.7814, 'customer_id': 'C00038', 'account_id': 'A00026'} of 12
[2024-10-21T06:01:34.413+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000013', 'transaction_type': 'Debit', 'currency': 'INR', 'branch_id': 'B00002', 'transaction_date': 1707804094412, 'transaction_amount': 41.76, 'exchange_rate': 1.2334, 'customer_id': 'C00059', 'account_id': 'A00089'} of 13
