[2024-10-25T07:29:14.601+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-25T07:29:14.625+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-25T07:29:10.670018+00:00 [queued]>
[2024-10-25T07:29:14.638+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-25T07:29:10.670018+00:00 [queued]>
[2024-10-25T07:29:14.641+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-25T07:29:14.661+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-25 07:29:10.670018+00:00
[2024-10-25T07:29:14.674+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=388) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-10-25T07:29:14.676+0000] {standard_task_runner.py:72} INFO - Started process 390 to run task
[2024-10-25T07:29:14.676+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-10-25T07:29:10.670018+00:00', '--job-id', '228', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpxj1toclr']
[2024-10-25T07:29:14.678+0000] {standard_task_runner.py:105} INFO - Job 228: Subtask generate_txn_fact_data
[2024-10-25T07:29:14.732+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-10-25T07:29:10.670018+00:00 [running]> on host d993b9f280d5
[2024-10-25T07:29:14.817+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='saisunny' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-25T07:29:10.670018+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-25T07:29:10.670018+00:00'
[2024-10-25T07:29:14.819+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-25T07:29:14.820+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-25T07:29:14.822+0000] {logging_mixin.py:190} INFO - Current task name:generate_txn_fact_data state:running start_date:2024-10-25 07:29:14.627242+00:00
[2024-10-25T07:29:14.823+0000] {logging_mixin.py:190} INFO - Dag name:transaction_facts_generator and current dag run status:running
[2024-10-25T07:29:14.824+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-25T07:29:14.828+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.10', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.10', 9092) IPv4]
[2024-10-25T07:29:14.830+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2024-10-25T07:29:14.832+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.10', 9092)]>: Connection complete.
[2024-10-25T07:29:14.978+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2024-10-25T07:29:14.979+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-10-25T07:29:15.138+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.10', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.10', 9092) IPv4]
[2024-10-25T07:29:15.139+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.10', 9092)]>: Connection complete.
[2024-10-25T07:29:15.140+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.10', 9092)]>: Closing connection. 
[2024-10-25T07:29:15.495+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000000', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00049', 'transaction_date': 1713252554983, 'transaction_amount': 6374.55, 'exchange_rate': 1.3887, 'customer_id': 'C00074', 'account_id': 'A00005'} of 0
[2024-10-25T07:29:15.500+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000001', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00096', 'transaction_date': 1706167755500, 'transaction_amount': 7914.89, 'exchange_rate': 1.3391, 'customer_id': 'C00085', 'account_id': 'A00059'} of 1
[2024-10-25T07:29:15.503+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000002', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00012', 'transaction_date': 1701156555502, 'transaction_amount': 5372.71, 'exchange_rate': 1.2647, 'customer_id': 'C00043', 'account_id': 'A00034'} of 2
[2024-10-25T07:29:15.505+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000003', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00063', 'transaction_date': 1729668555505, 'transaction_amount': 1258.01, 'exchange_rate': 0.6182, 'customer_id': 'C00059', 'account_id': 'A00041'} of 3
[2024-10-25T07:29:15.506+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000004', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_date': 1711006155506, 'transaction_amount': 6029.06, 'exchange_rate': 0.8785, 'customer_id': 'C00050', 'account_id': 'A00042'} of 4
[2024-10-25T07:29:15.507+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000005', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00012', 'transaction_date': 1713338955507, 'transaction_amount': 6061.86, 'exchange_rate': 0.968, 'customer_id': 'C00007', 'account_id': 'A00059'} of 5
[2024-10-25T07:29:15.508+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000006', 'transaction_type': 'Deposit', 'currency': 'INR', 'branch_id': 'B00026', 'transaction_date': 1702279755508, 'transaction_amount': 5144.47, 'exchange_rate': 1.0395, 'customer_id': 'C00091', 'account_id': 'A00005'} of 6
[2024-10-25T07:29:15.509+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000007', 'transaction_type': 'Credit', 'currency': 'INR', 'branch_id': 'B00059', 'transaction_date': 1726817355509, 'transaction_amount': 1260.6, 'exchange_rate': 1.271, 'customer_id': 'C00093', 'account_id': 'A00070'} of 7
[2024-10-25T07:29:15.510+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000008', 'transaction_type': 'Deposit', 'currency': 'INR', 'branch_id': 'B00029', 'transaction_date': 1718263755509, 'transaction_amount': 4667.18, 'exchange_rate': 1.1376, 'customer_id': 'C00039', 'account_id': 'A00037'} of 8
[2024-10-25T07:29:15.510+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000009', 'transaction_type': 'Deposit', 'currency': 'INR', 'branch_id': 'B00091', 'transaction_date': 1700897355510, 'transaction_amount': 5766.08, 'exchange_rate': 0.9118, 'customer_id': 'C00004', 'account_id': 'A00066'} of 9
[2024-10-25T07:29:15.512+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000010', 'transaction_type': 'Transfer', 'currency': 'INR', 'branch_id': 'B00030', 'transaction_date': 1715239755512, 'transaction_amount': 1759.5, 'exchange_rate': 0.7808, 'customer_id': 'C00074', 'account_id': 'A00033'} of 10
[2024-10-25T07:29:15.513+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000011', 'transaction_type': 'Debit', 'currency': 'INR', 'branch_id': 'B00028', 'transaction_date': 1717658955513, 'transaction_amount': 5506.22, 'exchange_rate': 1.0489, 'customer_id': 'C00001', 'account_id': 'A00098'} of 11
[2024-10-25T07:29:15.514+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000012', 'transaction_type': 'Debit', 'currency': 'INR', 'branch_id': 'B00059', 'transaction_date': 1722065355514, 'transaction_amount': 4678.11, 'exchange_rate': 1.0406, 'customer_id': 'C00045', 'account_id': 'A00096'} of 12
[2024-10-25T07:29:15.515+0000] {kafka_operator.py:62} INFO - Produced row: {'transaction_id': 'T000013', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00020', 'transaction_date': 1709882955515, 'transaction_amount': 466.15, 'exchange_rate': 0.9832, 'customer_id': 'C00050', 'account_id': 'A00100'} of 13
